13,The Syria Strikes and What Bashar al-Assad Wants https://t.co/FZnmvP5MP8
14,@SR_Projects @giles_fraser @Fox_Claire I’m sure Assad controls the media so they’ll hear what he wants them to hear...😔
15,@Percy_Blooms US State Dept Claims To Have Proof Assad Was Behind Chemical Attack – But It’s Classified https://t.co/OIXY4xCdRu
16,"@Rogerasalways Assad, the actual head of state in Syria, might act without Putin’s assent. He’s much more concerned, as an Alawite, with following Iran’s directives."
17,@RussianEmbassy Look at how evil those Russians are: They are trying to smear a volunteer organisation who help victims of Russian and Assad  bombardments and try to picture them as 'fighters' and make propaganda against hem. They also have bombarded these White Helmets. Comprehend the evilness
18,"@ajamubaraka Assad didn't gas his people

Watch this

https://t.co/8HcCZdSCJq"
19,"What happened at the end of March 2017 &amp; 2018?

Trump wanted to end the Syrian war

What happened a week later? False flag chemical attack 

How FU*KING STUPID are you America? 😩

#HandsOffSyria #Assad https://t.co/hnpTVG7NpA"
20,@PhilipdClarke @BetsyGervasi @WendySunshine1 @scyeatts @roxy23_66 @DeliliaOMalley @PattiKimble @RealDesertRat @RealNoraC @retiredfirstsgt 1. He is defaming people who are not all jihadi with the same arguments Assad makes.
21,"none of us know who was responsible for the chemical weapons attack in Syria. Assad is perfectly capable of it, but dont pretend like we have facts when even our governments dont"
22,Why do all the really bad dudes look like mean tree elves? #Assad #Sessions #Bolton https://t.co/qeDEq94dHG
23,"@aronlund IMO USA should have hit Assad's forces hard (a complete destruction of SyAAF at least) in 2013 and only after that negotiate that deal - with a provision that if the regime is caught owning, let alone using CWs again it would cost Assad his life."
24,"@RealAlexJones CARPET BOMB ASSAD UNTIL HE IS DEAD! If the TOUGH GUY#Putin wants to dance, HE WILL LOSE!"
25,@GloriaSacer Now #Syria can rely heavily on #UN Article 51-the right of selfdefense. So #Russia may deliver the crucical #S300 airdefense to #Assad without any greater problems from the international community. #Trump &amp; #Putin are dancing a pas de deux against the #FinancialInternacional...
26,"@cjsienna55 @phoenx7 Is Trump being forced to stay? 
What strategic interests does the US have in Syria?. 
Israel has interests and wants an MBS. Saudi prince offered to pay US to stay. Must be to please Israelis. 
Russians have a base and they are staying. 
Assad is brutal but our friends are worst"
27,"Isn't the whole point of having #UN #UNSC so that ""international community"" can stand behind its decisions?

#Macron #TheresaMay #DonaldJTrump #France #UK #USA with your actions you stand squarely outside ""international community"" 

https://t.co/Mtod6HEYEx 

#Syria #SyriaStrikes https://t.co/RAQH0SOi5L"
28,"@Pyrmha108 Oh, man good thing the peaceful hero Assad who in no way is responsible for hundreds of thousands of innocent civilians dying got these jihadists out of East Ghouta so he could redeploy his forces to plant flowers and build water fountains to attract butterflies to Damascus."
29,@Percy_Blooms SAS Chief: Nobody Believes Assad Used Chemical Weapons https://t.co/u8ZBambmkP
30,"How about a tweet about Assad  ?
Please 
@AlanJones"
31,"@charliekirk11 @charliekirk11 You just:
Dehumanized a political opponent (how very leftist of you)
Assumed _without any corroborating evidence_ that the Assad regime did what you assert, which is premised on _unverified_ reports from a deeply suspicious source. #WhiteHelmet"
32,"Another kind of lie along those lines/lies is ""either you believe Russia or the Pentagon.""
Or ""either you're with ""MSM"" or with Trump/Russia (as if they're the same).""
Or Assad or [x]
It's a race to the bottom, having people take side with one group of liars or another
[2/2]"
33,"@MythicalRedFox But it is entirely possible, and I hope is the case, that limited strikes like these both have the potential and the outcome of pushing Assad towards peace, towards legitimizing peaceful opposition, towards elections, towards safety, towards democracy, towards hope."
34,"@RealAlexJones Good! Alex man stop drinking the koolaid! Assad should be DEAD! He and Russia/Iran murdered 3/4 of a million ppl before the world even took notice! And they weren’t ISIS, they were innocent ppl that wanted free elections!"
35,@DavidRomeiPHD Hey ! Vlad I need to drop a few missiles here &amp; there in Syria tell Assad to move his planes &amp; get your peeps out of these target areas See if you can shoot down 1 of our missiles We need to know If you can ! Thanks
36,Debunking 10 Lies About Syria and Assad - iam-youis: By Chris Kanthan When I wrote the article about the... https://t.co/xIadZZ12NN
37,"If China truly wants to put emphasis on int’l law, China must work with other UNSC members for how to arrest Assad and bring him to the ICC rather than criticizing the strikes. The lacunae in law led to the necessity of the precision strikes. #NoImpunity https://t.co/0HkffzFxyv"
38,@katie_obean The strikes were a response to the chemical weapons used by Assad recently. Retaliation is unlikely because the strikes were limited to a couple of Syrian targets and did not threaten Russian and Iranian locations supporting Assad in the civil war.
39,"@SkyNews Who the hell would believe Assad and Putin? Two of the biggest lying, cheating scumbags ever to walk this planet! 

If Putin told me his name was Putin I wouldn’t believe him. 

Stop giving these two idiots air time. They are murdering bastards that don’t deserve to exist"
40,@GO_Ealing Thanks for that. I reserve some judgement as Peter Ford has close links with the Assad regime..Director of British Syrian society (which has Assad family sponsorship). The next few days will tell post inspection. MSM tonight and 'The Times' investigation points to Assad...
41,"@thehill In the article, Assad was mentioned 8 times. ISIS only once. #USPriorities"
42,"Britain, France and US to call on UN for fresh investigation into use of chemical weapons in Syria https://t.co/m2ch0dTfnO"
43,New post (Assad appears confident on Syria state TV) has been published on https://t.co/ee5cf6VIEX - https://t.co/VLOnWbsdTe
44,"First, it's an airstrike to stop chemical weapon attacks.  

Then, more staged attacks. Calls for ousting Assad grow. More ""evidence"" presented, demonetization by the MSM, a coalition of the willing, and if you're not with us, you are with the terrorists.

IT'S ALL ABOUT THE OIL https://t.co/uykl5uiJOo"
45,"Spoken like a true #deepstate actor trying to appear left of center but still carry the lie about #Assad and #ChemicalAttacks
#SyriaStrikes https://t.co/ltWrv4uE59"
46,New post (Assad appears confident on Syria state TV) has been published on https://t.co/ee5cf6VIEX - https://t.co/O3sXkmXa8w
47,"@anarchoprole The real revolutionaries are, aside from Rojova, largely unarmed. They act when possible, though. A few years ago, before Russia intervened, there was a ceasefire. Within 48 hours, there were mass demonstrations in major cities across Syria. Assad then broke the ceasefire."
48,"@sicutjudaeisnon @sahouraxo the fool in Britain thinks she cld nuke Assad and Israel..who shares a border..wld be unscathed..?
its in the interests of Israel these warmongers are deposed before the region ends up  glowing like a neon light..."
49,"Not much of a strike. Some empty buildings destroyed. But Assad has already won, primarily because of Russia's support and the lack of any western intervention. The US objects to chemical warfare,but allows the slaughter of innocents by conventional means https://t.co/MGQo54Zktw"
50,"..A day after U.S. airstrikes in Syria, Assad launches new onslaught against rebels  https://t.co/Uny0MR4NlR via @WSJ"
51,"@RussianEmbassy So you arrest a  civilian, let him say some things by  threathening him with torture ( Assad has tortued 15.000 people to death) to smear volunteers who help people who are being bombarded by your country?"
52,"via @nytimes 7 TAKEAWAYS on Airstrikes:  sent an unambiguous message to Mr. Assad, and it was not clear that it would change his thinking at all. He remained firmly in power thanks to the support of Russia and Iran https://t.co/vbdMqJ82f3
and more @votevets @iava @starsandstripes https://t.co/HCxyTJGBHZ"
53,@atrupar She talked to Assad.
54,@Ultra_Don @Mare_Indicum @Partisangirl Yeah so now the Pentagon have to bomb the area where the chemecals capacity are strored right ? Assad don't understand I am sure he going to use gas on children again when he is winning the war ? Right ? See you next falseflag https://t.co/FeR8MFkGRg
55,@MT_Consult That's too bad. I would have welcomed the news that the Damascus Airport was destroyed. Would keep Assad from flying around the world collecting paychecks from his bosses in Russia and Iran.
56,there is 0 explicit proof that the assad regime carried out the chemical attack
57,Assad appears confident on Syria state TV: The Syrian president said $400 billion would be… https://t.co/SGITl4FUgP https://t.co/6YZshn6RlA
58,"LA Times report gives aid and comfort to the enemy of the West by putting their report into the perspective of Assad, Putin, and Khamemei."
59,"Only a quarter of Britons back May's decision to launch air strikes in Syria, poll taken on eve of action reveals https://t.co/QcK0qqCPUn"
60,@CBSNews Sigh of relief for Assad.  Big bark slight sting from Trump's response. Russia too complaining way too much considering the little damage and high cost to the U.S military @realDonaldTrump   @POTUS
61,US to hit Russia with new sanctions for aiding Syria's Assad https://t.co/6JUafFWB91 via @yahooNewsUK
62,“Don’t stop Assad from gassing civilians because Syrian army soldiers are going to die.”
63,".A day after U.S. airstrikes in Syria, Assad launches new onslaught against rebels  https://t.co/Uny0MR4NlR via @WSJ"
64,"@zerohedge If OPCW does not find any proof of chemical weapons used by Assad, Trump, May and Mac should be tried for war crimes"
65,"@itsoliviamarieg @TJPotter4 @realDonaldTrump Yes I agree, many civilians have died in Syria however, most of these 100,000 civilian deaths are due to Assad’s Regime against his own people. We are using force against this lowlife to help save these innocent people. The fact people don’t agree with this is beyond me."
66,"@janice_e @Boomingbox @WiseWitted @FoxNews I'm Israeli-American generations of IDF stop with your lies , Tribal wars are all over the Middle East for 1000 or more years and unfortunately they have murdered most of the Christian population . Syria also occupies Lebanon . Assad is a terrorist"
67,"A day after U.S. airstrikes in Syria, Assad launches new onslaught against rebels  https://t.co/Uny0MR4NlR via @WSJ"
68,"@hotjesusmemes Dude, what the fuck? I've repeatedly explained my reasoning for that. I genuinely think the alternatives are way worse, and I'm by no means trying to sanitize Assad's regime by saying that.

I don't see any path that would lead to a secular democracy or anything like that."
69,@Studio10au No but Assad should be bought kicking &amp; screaming to the negotiation table to fix up this abomination of a mess. #Studio10
70,@realDonaldTrump Forgive the world for skepticism but guess that means the missile attack a year ago was a complete failure since #Assad gassed his own civilians 3 months later so you can’t claim #MissionAccomplished when your #Russia friends &amp; #Syria still have capability to gas more Syrians
71,"I added a video to a @YouTube playlist https://t.co/oJZbRl50mU PUTIN &amp; ASSAD Punk TRUMP ""Do We Have a Problem""?! Funny Confrontation"
72,"@AdamWSweeney Typical libtard! We bombed Syria because Assad used chemical weapons on his own people, causing tremendous suffering and loss of life to innocent women and children! For crimes against humanity! If that doesn’t bother you, why don’t you move to Syria!"
73,"@TheListener69 @axios @nikkihaley @AmbJohnBolton @ClareMLopez Again, it's our own laws &amp; Constitution that govern us, not some nebulous international jurisprudence. No threat to our troops has been articulated &amp; Assad's culpability is in dispute. Assad is less of a threat to us than are his enemies. This bombing is short-sighted."
74,@nycjim @reifman @VP @PressSec What nonsense; he had to notify Putin and his approval before launching this bogus attack that was simply a matter of Trump putting on a fireworks display to fool the media and his supporters into believing this bombing accomplished anything that can damage Assad!
75,"@MythicalRedFox The only good outcomes in Syria involve Assad stepping down for free, fair, democratic elections, and declared non-intervention from ALL parties.

Decrying American strikes not armed at civilian targets while silent on regime strikes against civilians is a very loud whistle."
76,"Assad's children visited Crimean holiday camp, Russian lawmaker says https://t.co/XUxo7K33T5 via @mtvlebanonnews"
77,@RealAlexJones The response to Syria was not strong enough! Assad should be dead! Russia and Assad murdered 3/4 of a million ppl! And Assad does have chemical weapons! All 3 chemical attacks since Trump took office have been Assad! On this one Jones get a clue
78,"@B_C_Hawk93 @hangrycentipede @A_Hatchetman @Partisangirl @paulbennett966 Brooke, I don't care if you were good at studying and now are a nurse, your brain power is very limited. The only people who stood to gain from the chem attack were people who want regime change and Assad out. Anyone is clueless who imagines otherwise."
79,"ANY doubts left that the given reasons for #attacks on #SYRIA are LIES? NOTHING to do with #humanitarian reasons, its nothing to do with #Weapons of Mass Destruction #WMD any more than Iraq was. Its the record levels of Oil &amp; money &amp; replacing #Assad with a puppet  #SyriaCrisis https://t.co/uXnoF9hVAC"
80,@David_Cameron Your govt joined Clinton in funding Islamic fundamentalist miltias in 2011 turning a previously prosperous and relatively stable country into a war zone with millions of refugees and 100s of 1000s of deaths. You are more to blame than Assad.
81,President al-Assad: Tripartite Aggression on #Syria Was Accompanied by Campaign of Misdirection and Lies at Security Council Against Syria and #Russia https://t.co/rSAskdIEht via @libya360
82,"@JamesThompsonKS @no_endorsement Assad used CW on people.

GOP does not address #FlintWaterCrisis and enables #Pruitt dismantling of EPA protections."
83,@piersmorgan Because Corbyn was supposed to let us know where they were after he had finished his cosying up with Assad? Is he a syrian spy as well?
84,@Quicks35 He’s all tuckered out after his “mission accomplishment” over there in Assad land. BTW Asshole Assad was bombing his people again today trumpster
85,Assad appears confident on Syria state TV: [[ This is a content summary only. Visit my… https://t.co/ImwqxJOMKj
86,"Well said, but it's even worse than this, our government supports the same subsection of Islamic ideologues, abroad as well as at home. Assad is fighting the same enemy as us... Yet we bomb him... We know why, its called the highest bidder wins... I wonder who that may be? https://t.co/9lyFfBZgWs"
87,@MFreney97 @ridge8861 @ppr2103 @realDonaldTrump Assad will gas the innocents again and we will rush in after the fact and spend millions bombing empty buildings. Glad my children are not on Syria. I wonder if we would be more accepting if this was happening in Norway
88,@CassandraRules I really hope so too.  We have no concern or business there.  Assad will end ISIS faster without us.
89,"A Day After U.S. Airstrikes in Syria, Assad Launches New Onslaught Against Rebels - The Wall Street Journal https://t.co/68B8qJ1fdS"
90,"I do not understand what people think we should’ve done — nothing? Let Assad use sarin and chlorine gas on civilians, commit war crimes? I’m a leftist and even I find this ignorance of foreign policy ridiculous."
91,"@realDonaldTrump #Assad protects #Christians sir, and this was not #Constitutional. I will stand with you when you are right, but I am not alone in saying this was absolutely wrong. How about bombing the real oppressors - #SaudiArabia"
92,yup. just shows how governments are lying and exaggerating about assad just so they can attack syria. sick. https://t.co/lUa50TcGhH
93,@CNN If Putin know he mean business let him allow Assad to use #chemweapon again. Then they will know usukfranc
94,"@_bexology And see that’s irrelevant. I totally get being against the US overthrowing Assad. But to then go on and not be “allowed to say bad things about him” is way wild to me. Btw I got blocked by That person you’re talking about, unknowingly, for what I suppose is any of these tweets? https://t.co/EDH0RAUkB0"
95,"@realDonaldTrump @FoxNews If Assad uses chemical weapons again to kill innocent men, women and children, WE NEED TO TAKE OUT THIS MONSTER, he's had long enough time already. How holy can Assad be? He has killed SO MANY INNOCENT MUSLIMS"
96,"Fake news. 

Deadly Syria attack shines spotlight on chemical weapons linked to Assad regime, ISIS-inspired terror groups https://t.co/AwAwX4haDk #FoxNews"
97,@UriasOmar @StealthGray_Ext It’s ok tho because that’s Assad.
98,Syria attack: Family of ’Syria chemical weapons chief’ living in UK on BRITISH passports https://t.co/i7wrsK7CZS
99,"Syria’s Assad in a ‘good mood,’ scorns U.S. weaponry after airstrikes https://t.co/BlZQQ9pZ3h"
100,I don’t believe either side https://t.co/7Go4m1d365
101,"The part of the right wing movement that voted for Trump doesn't defend Assad because they support him. They simply feel betrayed by their President, who slowly but surely has broken his promise of an ""America First"" presidency. The common man has no interest in Syria."
102,"The chemical attack in Syria hasn't been proven, &amp; the previous accusations of Assad's attacks on his own people have been retracted, even by NYT. Establishment wants regime change in Syria and you and Hillary follow dutifully what they want.But the world pays a high price for it https://t.co/jrWs1KMStN"
103,"@XSovietNews @miri_iron Rest in Peace,  thank you for giving up your life trying to expose what most people already know. Putin's dangerous and manipulative ,trying to take over Europe plotting against all in his way Syrians genocide are Assad &amp; Putin working together  taking over territory,closer 2 OIL"
104,"Good reasons to oppose war/bombing in Syria: little reason to think it’ll actually help; Trump incapable of long-term strategy; expensive; endangers civilians
Bad reason: moral equivalence between US and Assad"
105,"@Hydraponica However, there is no proof yet as to who is at fault, Assad or the rebel’s, and last time under Bush, where he claimed weapons of mass destruction as his reason to invade Iraq, it’s since proven incorrect.. USA, UK and France just may have made a huge mistake"
106,@Giantkiller173 Wrong! He knows he'd be implicating himself if he spoke that bile. Where was John McCain at the time of the chem. attack? Same place as last time - near where the attack occurred. Factory was a CIA BlackOps site. Chem.s removed before destruction - hence no backlash from Assad!
107,How 105 missiles show Assad's future is safe  https://t.co/Zn2noNz5Fr https://t.co/YRVQyy6idY
108,"@MythicalRedFox I deleted that after realizing it was mean. But demanding American non-intervention and explicitly declaring that Assad's regime left standing is better than alternatives, including indirect and legitimate challenges to his power, is gross."
109,"Why is this “shame on us?” We want to open our doors for our own people. We bombed Assad so Syrians can stay IN Syria. They want to stay in their own country, but cannot due so. President Trump did the right thing, and that’s exactly what they wanted him to do. https://t.co/QArfQ09Iik"
110,"via @nytimes 7 TAKEAWAYS on Airstrikes:  sent an unambiguous message to Mr. Assad, and it was not clear that it would change his thinking at all. He remained firmly in power thanks to the support of Russia and Iran https://t.co/b8vqRqAGyW
and more @votevets @iava @starsandstripes https://t.co/tt4PZ2jYEb"
111,"@JeanneBartram @WashTimes There's no real evidence that Trump is that bothered about Assad, though of course he's very unpredictable. He wanted to be able to boast of defeating ISIS. Talk of a world war is simply hysterical. My question is: why do the Syrian people have to put up with a brutal dictator?"
112,@HeatherChilders @realDonaldTrump @POTUS @PhilipWegmann @Sarah_Badawi @FoxFriendsFirst @FoxNews If POTUS waited for Congress to approve anything nothing would get done and Assad would gas more Syrians.
113,"Deadly Syria attack shines spotlight on chemical weapons linked to Assad regime, ISIS-inspired terror groups https://t.co/t6l4BoWJ1V https://t.co/nfmZWdVmpm"
114,"@HeatherChilders @FoxFriendsFirst @FoxNews @nikkihaley @ajtata @WalidPhares Is Putin that insane ???

I mean, does anyone really think Russia would go to WW III for Assad and Syria ???

Putin may act tough an upset at the bombing of Syria’s chemical weapons factories, but he can’t retaliate against the USA, France and the UK."
115,@RealAlexJones @infowars -  Syria attack: Emmanuel Macron TAKES CREDIT for 'convincing Trump to stay in Syria' https://t.co/ZkJGE9BaDH
116,@CassandraRules If this was only a strike and not something that leads to a long term war and the U.S. sending more soldiers to an early grave then I'll be very happy. I am always about the soldiers first. I'm still not happy about another strike with no evidence that Assad used chemical weapons
117,"A Day After U.S. Airstrikes in Syria, Assad Launches New Onslaught Against Rebels - The Wall Street Journal https://t.co/Kgg7FhkM10"
118,@AFP Here we go. People of Syria we don't want to destroy you. We want you free of Russia and Assad. Wake up. Fight the fight but get it right.
119,"@RMartinWriting @ObamaPlusKids “Eventually it became clear to Hof that the real reason for this reluctance (by Obama to do Even small actions to stop Assad) was an overriding desire to secure a nuclear deal with Iran, even if this meant sacrificing “Syrian children and their parents.”

https://t.co/PR5w7wdbsv"
120,"#USA #UK #France

Leaving #Syria without a ‘power transfer’ is an open invitation from #Assad, #Khamene’i &amp; #Putin to run riot in the Middle East."
121,"Who knew Assad would never be dumb enuff to gas his own , when Trump announced. A pull out. Trump and Putin that’s who. Enjoy the show."
122,"@with_integrity @Ventuckyspaz Wait, you think the Assad regime lets the OPCW inspect regime chemical-weapons facilities? 😆"
123,"Haley warns Assad: Trump 'watching,' US work in Syria 'not done' https://t.co/a4Fwf5cNlK #FoxNews"
124,"""Deadly Syria attack shines spotlight on chemical weapons linked to Assad regime, ISIS-inspired terror groups"" via FOX NEWS https://t.co/wxlWdZDZ65 https://t.co/1ELPT5bRBf"
125,@Hydraponica It's highly unlikely Assad's behind it or Putin.. It's most likely the Yanks &amp; Theresa May etc &amp; for the exact same reasons Bush &amp; Blair pulled this shit on Saddam via the 911 Al Qaeda Bin Laden excuse #falseflag IE for bankster game play given both countries are broke #checkmate
126,"There is a middle ground here, but it's not neutrality on Assad. It's focusing in solidarity with the oppressed and being truthful about where the oppression is, from all sides, and opposing it all."
127,"If you come into my mentions trying to spread western propaganda or defend intervention, that won't be tolerated, if you come into my mentions trying to claim Assad isn't oppressing people or that I'm an imperialist that won't be either."
128,"Tbh I'm probably gonna keep speaking out against Assad. I don't see doing so as wrong and if people want to call me imperialist for doing so, fuck em. I know for a fact there's Syrians who claim oppression from him"
129,The Latest: Trump informs Congress of reasons for strike https://t.co/LEW8Syd3qZ
130,"President Donald Trump declared ""Mission Accomplished"" but the Pentagon said the pummeling of three chemical-related facilities left enough others intact to enable the Assad government to use banned weapons against civilians if it chooses.
https://t.co/m5077MbbnU"
131,Syria Becomes World War Powderkeg As China Joins Russian Alliance With Assad https://t.co/O5AARrP4NK
132,"@schestowitz Do you know that to believe in the miracle of Moses parting the sea is just the same as any person believing that their was a chemical attack by Assad. One may not have the first hand information of this attack yet is fully convinced. In both cases it’s called blind conviction,"
133,Russia and Iran do not have a few billion surplus dollar just for emergency relief. No power means no water/foods and the hardships will turn Assad's people and soldiers against him. Assad will be gone or dead within 1 month.
134,"Russia does not have enough air tankers to support its planes too. The US supported rebels will be able to crush Assad's infantry within a few months. To speed things up, Trump can also attack all the Syria power plants."
135,"Trump can easily forced Assad to surrender with just 100 Tomahawks, but he has to attack all of Syria oil and gas storages/refinery! Without fuel, Assad's tanks and planes will be grounded."
136,Don't ever test this President at all and don't even cross the red line Assad because US will be Locked and Loaded this time One Change
137,"@aaronleewaters @strappingblond @ashtonbirdie @CassandraRules If we accept their argument the Assad is someone innocent, then why isn't he publicly outraged that someone gassed his people? He sure has been very vocal about us bombing him, but not a word about his own people getting gassed. Hmm.."
138,"Macron claims he has convinced Trump to 'stay in Syria long-term'
https://t.co/qExWbFFO7m"
139,"@starboard_light That'd be a no. chemical attack=bogus. \not been enough time to examine. The rush to war should tell you all you need to know. Plus words like ""attack""  and ""offensive""..  you don't go to war with countries ""because you care"" (!) or because Assad's enemy put up a youtube clip!"
140,"""US News: US vows fresh sanctions as Russia stands by Assad #News #NewsCommentary"": https://t.co/gWGkg1zrfJ"
141,"Syria's Assad in a 'good mood,' scorns U.S. weaponry... https://t.co/nwxeucbWus https://t.co/abZboCU8ti"
142,"Moustafa Bayoumi: The question is ridiculous, of course,... https://t.co/qm3ogCgy29"
143,"We don’t have all the facts about Syria. We obviously can’t see all the intel, but I trust our President over Putin and Animal Assad.  🇺🇸 https://t.co/CyPYj5N1aR"
144,"@ThomasH15744537 @TeaPainUSA Don't forget the removal of 1300 Tons of Syrian Chemical weapons or that after he actually sought Congressional approval for the use of force against Assad, they voted against it. You're welcome."
145,"@David_Cameron Any evidence that Assad authorised chemical attacks after:
1) Regaining most territory from Islamist militias
2) Trump had announced plans to withdraw troops
3) Western media kept accusing him ordering gas attacks
#intelligencetest"
146,"I also dont mean to disrespect hockey players, but its not wrong to wish mourning was international. Assad is really out here oppressing Syrians, cops r killing black people and have the right to claim consent, aboriginal people have not received adequate reparations,"
147,@realDonaldTrump @GOP  @SenateMajLdr @StateDept  trump is a pompous lying asshole as always talking about his success in Syria in hitting vacant chemical factories while doing nothing to relieve real human suffering or exterminating ASSAD! Joker president continues to deceive! https://t.co/QSFyZb56Ag
148,Top UN Inspector: #Assad Not Responsible For Chemical Weapons Attack https://t.co/dKwetvj3NV via @yournewswire
149,"@realDonaldTrump These strikes have just served to fuel the fire of Assad supporters and put the US in greater danger. And, Congress is supposed to approve going to war in any sense unless we’re under clear and present danger. Assad should rot in hell. Please handle this legally Mr. President."
150,"Assad's made me thee most hated Muslim in FB,  forget them all 😊 long live The SAA, long live Hamas, long live Hezbollah, long live the resistance😝"
151,Exactly. Nothing in those strikes will deter Assad. Just a way to say we did something. https://t.co/yMwVFZpPC8
152,Saudi vs. Syria. Assad is our enemy. Saudi is our friend. https://t.co/s7QRHdQeXo
153,"A day after U.S. airstrikes in Syria, Assad launches new onslaught against rebels https://t.co/x5S6ZfVBGa"
154,"@realDonaldTrump Assad protected Christians, as did  Saddam Hussein protected Assyrian Christians in Iraq, now, thanks to the US invasion, Iran is taking over Iraq
 and the same will happen to Syria and the remaining Christians will be murdered.
#Screw"
155,Body Language:  Assad on the Chemical Attack https://t.co/pZvLdSTAlC via @YouTube
156,@OverHorizon808 @axios @nikkihaley @AmbJohnBolton @ClareMLopez He's not taking Assad out of power what are you even talking about? Give up watching CNN and MSNBC and maybe you'll get a clue
157,"@Not_A_god4 @realDonaldTrump How does one get enriched defending the people who were being gassed by Assad 
Taking out the manufacturing and storage of gasses thatkill was very courageous and helpful to that countries people who were being killed by that gas"
158,"Syria’s Assad in a ‘good mood,’ scorns U.S. weaponry after airstrikes https://t.co/G0d1gHisjk https://t.co/MIKiH6tPbd"
159,"US to hit Russia with new sanctions for aiding Syria's Assad

     Associated Press - 15 April 2018 19:07-04:00

    Copyright 2018 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten... https://t.co/D58VLPQkoX"
160,BBC News - Girl in 'chemical attack' video speaks https://t.co/WY5kNjtxo3 For those who doubt that Assad used chemical attack on his own people.
161,"@FoxNews @nikkihaley @POTUS @ChrisWallaceFN @FoxNewsSunday Chris Wallace was despicable, it’s difficulty he will go lower in the future when today accused the President to OK the slaughter of his own ppl by Assad if he don’t uses Chemical Weapons. Today Sunday show is a big stain on Fox News.  Chris Wallace is disgusting!"
162,@GramsciAF But.... but... Assad. He’s better than the alternative.... (I get told that all the time.)
163,"@1Marchella @Adamitv America, Russia, England, France, etc. all have unfortunately committed many atrocities, but so hasn't Assad. Don't need to take a whiff of the gas as a litmus test.  It will turn red with the blood of the innocent."
164,"Deadly Syria attack shines spotlight on chemical weapons linked to Assad regime, ISIS-inspired… https://t.co/lEezSq7P6b https://t.co/rBFjmKS0St"
165,"How deep is #France in the clutches of the international #zionist cabal ?

Judge for yourself ... @EmmanuelMacron legitimizing an illegal, inhuman and #warcriminal bombing of #Syria saying three #UNSC members acted !

No wonder #France is collapsing !

https://t.co/uhUSQmEYTi"
166,John Kerry went on a motorcycle ride with Bashar al-Assad described him as ‘generous with me’ https://t.co/2m8nuaurT3 via @PacificPundit
167,'He's WON the WAR' – British general claims Assad DIDN'T use chemical weapons https://t.co/cMIY3Cfzio
168,"@TonyXZamboni @sovietblobfish ah, Johnny Assad"
169,@jimmy_dore Assad DID NOT USE CWs on his ppl!!!!  I thought Dems had more common sense. @NancyPelosi
170,"@FoxNews Look who wrote this piece @OS26
He advocates even more bombing!  Can you believe this:  He writes in another article ""Assad must be hit again – and again""
MSM supports hating #warmongers  They should ship these people to another planet."
171,"@aaronleewaters @strappingblond @ashtonbirdie @CassandraRules also have to love the argument that says Assad has nothing to gain by gassing his people. Well, he has only done it a couple dozen times over the last 18 years, but we are supposed to accept the argument that this time Assad wouldn't do that."
172,"@asiasilvis it’s retaliation for Assad using chemicals against his own ppl, he’s had this coming for while considering he has multiple human rights violation"
